timestamp,avgHighPrice,avgLowPrice,highPriceVolume,lowPriceVolume
2026-05-03 12:00:00+00:00,81,80,254659,455214
2026-05-03 18:00:00+00:00,81,80,497306,383599
2026-05-04 00:00:00+00:00,81,80,212018,351783
2026-05-04 06:00:00+00:00,80,79,441810,348100
2026-05-04 12:00:00+00:00,81,80,292021,292308
2026-05-04 18:00:00+00:00,82,80,224807,362064
2026-05-05 00:00:00+00:00,81,80,200316,521308
2026-05-05 06:00:00+00:00,80,80,84825,181465
2026-05-05 12:00:00+00:00,81,80,318249,205448
2026-05-05 18:00:00+00:00,80,80,325853,318488
2026-05-06 00:00:00+00:00,81,80,235155,364327
2026-05-06 06:00:00+00:00,81,80,158116,139467
2026-05-06 12:00:00+00:00,80,80,365647,260363
2026-05-06 18:00:00+00:00,81,80,282119,306362
2026-05-07 00:00:00+00:00,81,80,214729,272547
2026-05-07 06:00:00+00:00,80,79,110379,254485
2026-05-07 12:00:00+00:00,81,80,339747,258855
2026-05-07 18:00:00+00:00,81,80,196260,320761
2026-05-08 00:00:00+00:00,81,80,172909,227569
2026-05-08 06:00:00+00:00,79,79,258261,172736
2026-05-08 12:00:00+00:00,80,79,317022,421022
2026-05-08 18:00:00+00:00,81,80,147452,104812
2026-05-09 00:00:00+00:00,78,79,215778,316103
2026-05-09 06:00:00+00:00,76,76,183033,435287
2026-05-09 12:00:00+00:00,79,78,68897,163298
2026-05-09 18:00:00+00:00,80,79,88610,175978
2026-05-10 00:00:00+00:00,77,79,120694,403453
2026-05-10 06:00:00+00:00,80,79,298767,441582
2026-05-10 12:00:00+00:00,80,80,168493,407774
2026-05-10 18:00:00+00:00,81,80,119940,506738
2026-05-11 00:00:00+00:00,81,80,165019,496839
2026-05-11 06:00:00+00:00,80,80,520660,309054
2026-05-11 12:00:00+00:00,78,79,623547,380106
2026-05-11 18:00:00+00:00,81,81,242240,482630
2026-05-12 00:00:00+00:00,79,78,329451,800965
2026-05-12 06:00:00+00:00,80,78,338552,460304
2026-05-12 12:00:00+00:00,81,80,380284,261971
2026-05-12 18:00:00+00:00,81,81,151414,136774
2026-05-13 00:00:00+00:00,82,80,316441,422559
2026-05-13 06:00:00+00:00,80,80,565032,363536
2026-05-13 12:00:00+00:00,80,80,668501,266382
2026-05-13 18:00:00+00:00,82,81,211002,427869
2026-05-14 00:00:00+00:00,81,80,374245,543596
2026-05-14 06:00:00+00:00,81,81,201438,281240
2026-05-14 12:00:00+00:00,82,81,187129,298908
2026-05-14 18:00:00+00:00,81,81,416416,383892
2026-05-15 00:00:00+00:00,81,81,302055,328614
2026-05-15 06:00:00+00:00,82,81,206823,187551
2026-05-15 12:00:00+00:00,82,81,251587,293717
2026-05-15 18:00:00+00:00,81,81,357064,362073
2026-05-16 00:00:00+00:00,80,81,185538,333656
2026-05-16 06:00:00+00:00,80,80,809228,388871
2026-05-16 12:00:00+00:00,81,80,418566,367656
2026-05-16 18:00:00+00:00,82,81,228973,378486
2026-05-17 00:00:00+00:00,81,80,296268,425502
2026-05-17 06:00:00+00:00,81,81,101224,222638
2026-05-17 12:00:00+00:00,81,81,370148,423010
2026-05-17 18:00:00+00:00,82,80,852473,533649
2026-05-18 00:00:00+00:00,81,80,439844,335449
2026-05-18 06:00:00+00:00,80,80,301234,584086
2026-05-18 12:00:00+00:00,81,80,289389,339022
2026-05-18 18:00:00+00:00,81,81,204673,362013
2026-05-19 00:00:00+00:00,80,80,425704,297525
2026-05-19 06:00:00+00:00,81,81,511370,212445
2026-05-19 12:00:00+00:00,81,81,260938,403523
2026-05-19 18:00:00+00:00,81,81,217577,438758
2026-05-20 00:00:00+00:00,81,81,138135,165880
2026-05-20 06:00:00+00:00,81,81,93180,159314
2026-05-20 12:00:00+00:00,81,80,82456,130884
2026-05-20 18:00:00+00:00,81,81,282381,393593
2026-05-21 00:00:00+00:00,81,80,429274,408480
2026-05-21 06:00:00+00:00,79,80,337947,457450
2026-05-21 12:00:00+00:00,81,80,130490,105612
2026-05-21 18:00:00+00:00,81,81,91029,205071
2026-05-22 00:00:00+00:00,81,80,294805,285372
2026-05-22 06:00:00+00:00,81,80,333874,242352
2026-05-22 12:00:00+00:00,80,80,204537,338053
2026-05-22 18:00:00+00:00,81,81,180795,180273
2026-05-23 00:00:00+00:00,81,80,63654,88905
2026-05-23 06:00:00+00:00,80,79,155211,326121
2026-05-23 12:00:00+00:00,81,81,120788,91595
2026-05-23 18:00:00+00:00,81,81,233816,289297
2026-05-24 00:00:00+00:00,81,79,156433,141823
2026-05-24 06:00:00+00:00,79,79,753727,442670
2026-05-24 12:00:00+00:00,81,80,550375,256500
2026-05-24 18:00:00+00:00,79,79,519748,230724
2026-05-25 00:00:00+00:00,81,81,261483,272220
2026-05-25 06:00:00+00:00,80,79,136646,166499
2026-05-25 12:00:00+00:00,80,80,272000,130138
2026-05-25 18:00:00+00:00,81,81,79697,121838
2026-05-26 00:00:00+00:00,82,80,360451,317185
2026-05-26 06:00:00+00:00,78,78,147775,90328
2026-05-26 12:00:00+00:00,80,80,256050,388467
2026-05-26 18:00:00+00:00,81,80,133813,232540
2026-05-27 00:00:00+00:00,82,81,252146,198212
2026-05-27 06:00:00+00:00,79,80,213793,297892
2026-05-27 12:00:00+00:00,82,80,343586,285974
2026-05-27 18:00:00+00:00,82,81,264312,189581
2026-05-28 00:00:00+00:00,81,80,167108,296417
2026-05-28 06:00:00+00:00,80,79,412494,260459
2026-05-28 12:00:00+00:00,81,80,491406,346947
